총20017건
순번,판례ID,제목,법원,사건유형,판결유형,선고일자
252,216991,"특정범죄가중처벌등에관한법률위반(국고등손실)[피고인 1에 대한 예비적 죄명: 특정경제범죄가중처벌등에관한법률위반(횡령)ㆍ업무상배임, 피고인 2에 대한 예비적 죄명: 업무상횡령]ㆍ업무상횡령ㆍ허위공문서작성",대법원,대법원,형사,2021.03.11
253,216941,손해배상(자),대법원,대법원,민사,2021.07.15
254,234847,상소권회복기각결정에대한즉시항고,부산지방법원,하급심,형사,2023.02.02
255,241385,대여금[고의의 불법행위로 체결된 소비대차계약에 기한 대여금채권을 수동채권으로 한 상계 허용 여부가 문제된 사건],대법원,대법원,민사,2024.08.01
256,604573,증여세부과처분취소,서울고등법원,하급심,세무,2022.08.24
257,600589,(심리불속행)납세고지서를 통해 결손금 감액통지를 하였으므로 해당 결손금에 대하여는 감액통지 시점에 다퉈야 함,대법원,대법원,일반행정,2025.03.13
258,239235,손해배상(주식매매대금반환),대법원,대법원,민사,2024.01.04
259,222843,손해배상,서울고등법원,하급심,민사,2020.01.22
260,222873,손해배상(기),서울중앙지방법원,하급심,민사,2021.01.28
261,226059,손해배상(산),수원지방법원,하급심,민사,2020.02.05
262,226429,특정경제범죄가중처벌등에관한법률위반(횡령)[인정된죄명:특정경제범죄가중처벌등에관한법률위반(배임)],수원고등법원,하급심,형사,2020.07.02
263,226549,물품대금,수원지방법원,하급심,민사,2020.09.08
264,226565,건축허가신청반려처분취소,광주고등법원,하급심,일반행정,2020.09.25
265,226587,사기ㆍ전자금융거래법위반,제주지방법원,하급심,형사,2020.10.22
266,226137,건물,대법원,대법원,민사,2020.02.27
267,226473,정보공개거부처분취소,서울행법,하급심,일반행정,2020.07.24
268,226597,청구이의,전주지방법원,하급심,민사,2020.10.30
269,226561,주차권존재확인등의소,부산고등법원(창원),하급심,민사,2020.09.24
270,226849,폐쇄명령처분취소,수원고등법원,하급심,일반행정,2021.04.16
271,226925,징계처분취소,대구고등법원,하급심,일반행정,2021.07.23
272,226887,구상금,서울고등법원,하급심,민사,2021.05.13
273,226971,지방공무원법위반,춘천지방법원 강릉지원,하급심,형사,2021.09.09
274,234899,손해배상(기),춘천지방법원 원주지원,하급심,민사,2021.03.18
275,239563,권리범위확인(디),대법원,대법원,특허,2023.02.23
276,239421,가처분이의,제주지방법원,하급심,민사,2021.10.18
277,235129,손해배상(기),대법원,대법원,민사,2023.06.15
278,227699,손해배상(기)·손해배상(기),대법원,대법원,민사,2022.07.28
279,238663,손해배상(기),대법원,대법원,민사,2023.08.31
280,227687,"아동복지법위반(아동에대한음행강요·매개·성희롱등)[피고인이 피해아동(여, 15세)과 영상통화를 하면서 가슴을 노출하도록 하고, 자신의 자위행위 장면을 보여준 행위가 성적 학대행위에 해당하는지 여부가 문제된 사안]",대법원,대법원,형사,2022.07.28
281,235333,구상금,대법원,대법원,민사,2022.08.19
282,239281,동업정산금등청구,대법원,대법원,민사,2022.10.27
283,241125,장부등열람허용가처분,서울고등법원,하급심,민사,2024.03.05
284,230753,부당이득금,서울고등법원,하급심,민사,2021.04.29
285,230757,시정명령및과징금납부명령취소,서울고등법원,하급심,일반행정,2020.08.19
286,228445,손해배상(기),수원지방법원 안산지원,하급심,민사,2020.12.10
287,230761,유류분반환,광주고등법원,하급심,민사,2020.06.24
288,240605,입학전형이의신청거부처분및불합격처분취소의소,광주지방법원,하급심,일반행정,2021.09.16
289,227765,부당이득금,대전고등법원,하급심,민사,2020.01.08
290,228453,손해배상(자),울산지방법원,하급심,민사,2020.05.07
291,605511,이 사건 과세기간의 배당소득과 관련하여 부당이득을 발생시킨다는 점에 대해 원고에게 입증책임 이 있으나 증명되지 아니함,서울중앙지방법원,하급심,민사,2024.11.14
292,605515,재산세가 경감되는 토지의 경감비율에 해당하는 토지를 분리과세대상으로 보지 않은 종합부동산세 부과처분은 당연무효에 해당함,서울중앙지방법원,하급심,민사,2024.10.17
293,230799,손해배상(기),서울중앙지방법원,하급심,민사,2021.12.21
294,230809,강제추행,의정부지방법원,하급심,형사,2021.02.15
295,231061,모욕,서울서부지방법원,하급심,형사,2020.11.12
296,239571,부당이득,대법원,대법원,민사,2023.02.23
297,240795,소유권이전등기,전주지방법원 남원지원,하급심,민사,2022.01.19
298,227243,거절결정(특),대법원,대법원,특허,2022.03.31
299,227705,부당이득금,대법원,대법원,민사,2022.07.28
300,231891,토지인도·소유권이전등기,청주지방법원 충주지원,하급심,민사,2020.09.24
301,235055,스토킹범죄의처벌등에관한법률위반·정보통신망이용촉진및정보보호등에관한법률위반,부산지방법원 동부지원,하급심,형사,2022.05.24
302,232053,구상금·보험금,전주지방법원,하급심,민사,2022.06.22
303,232055,사해행위취소,광주지방법원,하급심,민사,2022.05.19
304,231643,아동·청소년의성보호에관한법률위반(성착취물소지등)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영물소지등),대전지방법원 서산지원,하급심,형사,2021.12.22
305,231773,소유권이전등기,대법원,대법원,민사,2022.10.27
306,231893,소송비용부담및확정,수원지방법원,하급심,민사,2020.09.14
307,232673,취득세등추징부과처분등취소,부산고등법원(창원),하급심,세무,2022.06.08
308,232683,영업비밀침해금지등청구의소,서울중앙지방법원,하급심,민사,2021.06.17
309,241161,부당이득금,서울중앙지방법원,하급심,민사,2022.12.20
310,233383,손해배상(기),서울중앙지방법원,하급심,민사,2021.04.27
311,239587,손해배상(기),대법원,대법원,민사,2023.02.02
312,233541,약정금,대전지방법원,하급심,민사,2020.12.10
313,233347,청구이의,전주지방법원,하급심,민사,2022.05.18
314,233363,유언효력확인의소,제주지방법원,하급심,민사,2021.11.19
315,233367,배당이의,광주고등법원(제주),하급심,민사,2021.09.29
316,233375,취득세등부과처분취소,서울행정법원,하급심,세무,2021.07.07
317,238669,총장임용후보자선출규정무효확인,광주고법,하급심,민사,2023.06.28
318,227249,근로기준법위반·근로자퇴직급여보장법위반,대법원,대법원,형사,2022.03.31
319,227729,법인세등부과처분취소,대법원,대법원,세무,2022.07.28
320,241257,아동학대범죄의처벌등에관한특례법위반(아동학대살해)[인정된죄명아동학대범죄의처벌등에관한특례법위반(아동학대치사)]·아동복지법위반(상습아동학대)·아동복지법위반(상습아동유기·방임),서울고등법원,하급심,형사,2024.02.02
321,235149,소유권이전등기,대구지방법원,하급심,민사,2023.01.12
322,236083,채무부존재확인의소,서울중앙지방법원,하급심,민사,2021.06.08
323,232621,명예훼손,대법원,대법원,형사,2022.04.28
324,235659,농업회사법인해산명령청구소송,의정부지방법원 고양지원,하급심,민사,2022.09.13
325,238971,상수도원인자부담금부과처분취소,대법원,대법원,일반행정,2023.08.18
326,242029,구상금·약정금,수원고등법원,하급심,민사,2024.03.07
327,237167,계약금반환·기타(금전),인천지방법원,하급심,민사,2020.06.26
328,236907,야간건조물침입절도,서울중앙지방법원,하급심,형사,2023.02.09
329,237015,농업회사법인해산명령청구소송,서울고등법원,하급심,민사,2023.02.15
330,236699,현역병입영처분취소[법무사관후보생 병적으로 편입되었던 원고가 법무사관후보생 포기 신청으로 그 병적에서 제적되어 현역병입영 대상으로 신분 복귀 후 곧바로 현역병입영처분을 받은 사건],대법원,대법원,일반행정,2023.08.18
331,241339,선박안전법위반·배임수재,부산지방법원,하급심,형사,2020.02.18
332,236903,부당이득반환,서울중앙지방법원,하급심,민사,2022.11.10
333,241287,마약류관리에관한법률위반(향정),대구지방법원,하급심,형사,2024.02.07
334,237623,소유권이전등기,서울중앙지방법원,하급심,민사,2022.04.21
335,238069,부당이득금,서울고등법원,하급심,민사,2023.04.28
336,238365,임대차보증금,대전지방법원,하급심,민사,2022.06.09
337,238381,저작권법위반,대전지방법원,하급심,형사,2020.07.09
338,241443,임대료,광주지방법원,하급심,민사,2023.02.14
339,241331,국민체육진흥법위반(도박개장등)·도박공간개설,제주지방법원,하급심,형사,2020.11.25
340,241619,특정경제범죄가중처벌등에관한법률위반(사기)방조(일부인정된죄명사기방조)·개인정보보호법위반·정보통신망이용촉진및정보보호등에관한법률위반방조,창원지방법원,하급심,형사,2021.12.16
341,242063,공직선거법위반,광주고등법원(전주),하급심,형사,2023.11.10
342,242067,소유권말소등기,인천지방법원 부천지원,하급심,민사,2023.09.13
343,241441,소유권이전등기,서울중앙지방법원,하급심,민사,2023.06.08
344,241471,손해배상(기)·손해배상(기)·손해배상(기),서울중앙지방법원,하급심,민사,2020.02.20
345,242091,채무부존재확인,서울북부지방법원,하급심,민사,2022.06.16
346,242181,사해행위 취소,수원지방법원,하급심,민사,2023.11.17
347,242045,부당이득금,서울고등법원(춘천),하급심,민사,2024.06.13
348,242081,이혼등·재산분할등,의정부지방법원,하급심,가사,2023.05.11
349,242147,군인등강제추행(변경된죄명:군인등준강제추행미수)[피해자 진술의 신빙성 판단이 문제된 사건],대법원,대법원,형사,2024.11.28
350,239619,건물명도(인도),대법원,대법원,민사,2022.12.29
351,239609,건물철거및토지인도청구,대법원,대법원,민사,2023.01.12
352,214257,요양급여비용환수처분취소,대법원,대법원,일반행정,2021.01.14
353,213457,자동차소유권이전등록절차인수,의정부지방법원,하급심,민사,2020.01.16
354,239645,공사대금,대법원,대법원,민사,2022.11.17
355,608565,원고의 언니가 대위변제한 금액을 증여로 본 처분은 위법하고 나머지 처분은 정당함,서울고등법원,하급심,일반행정,2025.05.02
356,238981,폐기물처리사업계획신청반려처분취소,대법원,대법원,일반행정,2023.07.27
357,240905,종합소득세부과처분취소[사외유출금을 법인에 반환한 것이 귀속자의 종합소득세에 관한 후발적 경정청구사유가 되는지 여부가 문제된 사건],대법원,대법원,세무,2024.06.17
358,604827,원고에게 원고가 이 사건 양도소득세의 신고·납부 의무를 게을리한 점을 비난할 수 없는 정당한 사유가 있다고 볼 수 있는지 여부,수원지방법원,하급심,일반행정,2024.10.15
359,604825,사실과 다른 세금계산서인지,대법원,대법원,일반행정,2025.02.20
360,228769,이혼등·이혼등청구의소,대법원,대법원,가사,2022.01.14
361,608499,양수금,서울중앙지방법원,하급심,민사,2024.08.21
362,239707,사업비청구등·손해배상(기),대법원,대법원,민사,2024.02.29
